City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
233,Mackenzie,55.34,-123.09,44.6,80,75,5.82,CA,1554085800
234,Wright,43.75,-105.48,41.0,64,1,6.93,US,1554086790
235,Barra,-11.09,-43.14,70.58,100,44,2.73,BR,1554087186
236,Xinyu,27.8,114.93,60.77,84,36,7.99,CN,1554087305
237,Tabuk,17.41,121.44,75.62,79,20,2.95,PH,1554087305
238,Matara,-13.74,-72.9,43.31,95,64,1.61,PE,1554087306
239,Trairi,-3.28,-39.27,80.66,100,68,8.21,BR,1554087127
240,Ipubi,-7.65,-40.15,72.83,90,76,4.97,BR,1554087306
241,Komatsu,36.4,136.45,55.0,75,40,4.7,JP,1554087214
242,Mosquera,4.71,-74.23,59.0,77,40,2.24,CO,1554084000
243,Ambulu,-8.35,113.61,82.46,100,12,3.74,ID,1554087307
244,Pacific Grove,36.62,-121.92,64.99,51,1,6.93,US,1554087278
245,Tuktoyaktuk,69.44,-133.03,19.4,85,75,26.4,CA,1554084000
246,Bilibino,68.06,166.44,18.83,71,56,3.18,RU,1554087307
247,Lagos,6.46,3.39,82.4,88,0,7.2,NG,1554084000
248,Puerto Maldonado,-12.59,-69.19,76.34,92,8,0.94,PE,1554087308
249,Makasar,-6.28,106.88,91.0,62,20,6.93,ID,1554087299
250,Sidmouth,50.68,-3.24,44.01,100,0,6.93,GB,1554087305
251,Aginskoye,51.11,114.54,35.01,86,8,8.99,RU,1554087180
252,Butaritari,3.07,172.79,80.93,100,88,9.55,KI,1554087309
253,Aksu,52.04,76.93,32.0,74,40,2.24,KZ,1554085800
254,Tiksi,71.64,128.87,29.45,78,8,8.21,RU,1554087310
255,Alice Springs,-23.7,133.88,73.4,26,0,13.87,AU,1554084000
256,Cockburn Town,21.46,-71.14,77.15,100,0,11.23,TC,1554087159
257,Cherskiy,68.75,161.3,16.13,68,0,3.96,RU,1554087111
258,Varhaug,58.61,5.65,33.01,86,0,3.36,NO,1554087302
259,Sovetskiy,56.76,48.47,34.22,92,76,15.26,RU,1554087311
260,Lasa,34.92,32.53,51.8,87,40,9.17,CY,1554086808
261,Sungaipenuh,-2.08,101.38,75.98,77,20,1.39,ID,1554087311
262,Sur,22.57,59.53,79.31,79,0,4.18,OM,1554087256
263,Jijiga,9.35,42.8,51.41,64,0,3.4,ET,1554087311
264,Rio Gallegos,-51.62,-69.22,51.8,87,90,4.7,AR,1554084000
265,Vila Velha,-3.71,-38.6,79.0,100,68,1.99,BR,1554086888
266,Agirish,61.92,63.02,26.39,75,36,5.64,RU,1554087312
267,Beaverlodge,55.21,-119.43,39.2,91,40,6.93,CA,1554084000
268,Longyearbyen,78.22,15.63,6.8,65,40,4.7,NO,1554083400
269,Broome,52.47,1.45,44.01,78,0,4.7,GB,1554087312
270,Zalantun,48.0,122.72,39.62,29,0,5.64,CN,1554087313
271,Saveh,35.02,50.36,47.72,95,92,0.72,IR,1554087313
272,La Asuncion,-1.64,-78.74,44.48,95,56,2.28,EC,1554087313
273,High Level,58.52,-117.13,44.6,36,75,4.7,CA,1554084000
274,Faanui,-16.48,-151.75,84.08,100,0,3.74,PF,1554087314
275,Kitui,-1.37,38.02,65.81,94,92,1.5,KE,1554087314
276,Wagar,31.44,-87.99,48.99,79,92,6.76,US,1554087246
277,Portland,45.52,-122.67,66.2,34,1,4.7,US,1554087024
278,Egvekinot,66.32,-179.17,30.62,92,76,3.51,RU,1554087315
279,Broken Hill,-31.97,141.45,68.0,45,32,9.17,AU,1554084000
280,Vestmannaeyjar,63.44,-20.27,32.96,100,0,9.55,IS,1554087042
281,Bagdarin,54.44,113.59,27.2,36,0,3.29,RU,1554087315
282,Ayan,40.67,33.6,23.33,81,48,2.28,TR,1554087239
283,Gamba,28.28,88.52,19.28,79,24,2.73,CN,1554087316
284,Half Moon Bay,37.46,-122.43,66.0,93,1,8.05,US,1554087310
285,Los Llanos de Aridane,28.66,-17.92,59.0,72,92,6.93,ES,1554085800
286,Araouane,18.9,-3.53,76.88,42,20,10.22,ML,1554087317
287,Ludvika,60.15,15.18,30.0,79,0,10.29,SE,1554087310
288,Zyryanka,65.73,150.89,22.43,71,0,4.41,RU,1554087317
289,Umba,66.69,34.34,22.25,79,8,11.56,RU,1554087318
290,Kosh-Agach,49.99,88.66,33.5,67,0,3.62,RU,1554087262
291,Palmer,-34.85,139.16,73.0,42,20,11.41,AU,1554087304
292,Svetlogorsk,53.14,59.15,35.6,80,20,8.95,RU,1554085800
293,Flinders,-34.58,150.85,70.0,72,75,6.93,AU,1554087315
294,Itarema,-2.92,-39.92,77.69,97,92,4.18,BR,1554087319
295,Coihaique,-45.58,-72.07,53.6,62,0,21.92,CL,1554084000
296,Upernavik,72.79,-56.15,10.73,100,80,4.85,GL,1554087319
297,Ibra,22.69,58.55,66.71,42,0,1.16,OM,1554087319
298,Yar-Sale,66.83,70.83,21.08,86,56,14.7,RU,1554087319
299,Aguimes,27.91,-15.45,62.6,77,75,12.75,ES,1554087033
300,Mansa,23.43,72.66,80.6,44,0,2.24,IN,1554085800
301,Ongole,15.51,80.05,82.73,56,0,4.52,IN,1554087320
302,Turukhansk,65.8,87.96,26.39,87,48,4.74,RU,1554087320
303,Kyaukse,21.6,96.13,77.0,61,75,4.7,MM,1554082200
304,Odemira,37.6,-8.64,57.99,91,56,1.01,PT,1554087137
305,Ocos,14.51,-92.19,82.4,74,75,4.7,GT,1554082800
306,Murray Bridge,-35.12,139.28,72.0,51,56,1.99,AU,1554087304
307,Healdsburg,38.61,-122.87,64.4,87,1,6.93,US,1554087312
308,Tura,25.52,90.21,68.15,93,100,4.18,IN,1554087322
309,Cidreira,-30.17,-50.22,66.17,95,0,2.62,BR,1554087322
310,Shelburne,44.08,-80.2,25.0,85,75,9.17,CA,1554087316
311,Heidelberg,49.41,8.69,46.99,70,0,14.99,DE,1554087314
312,Uarini,-2.98,-65.16,80.21,86,20,2.62,BR,1554087323
313,Verkhnevilyuysk,63.45,120.31,34.04,65,12,4.97,RU,1554087323
314,Mehamn,71.03,27.85,28.4,86,40,34.45,NO,1554085200
315,Pinega,64.7,43.39,25.76,91,48,3.96,RU,1554087323
316,Brasilia,-10.9,-37.55,80.6,78,40,6.93,BR,1554084000
317,Maragogi,-9.01,-35.22,77.96,98,88,2.95,BR,1554087324
318,Udachnyy,66.42,112.4,31.61,74,48,6.42,RU,1554087324
319,Fukue,35.03,136.69,60.01,53,20,16.11,JP,1554087247
320,Yulara,-25.24,130.99,75.2,22,0,13.87,AU,1554084000
321,Verkh-Usugli,52.7,115.17,33.05,41,0,2.95,RU,1554087325
322,Westport,53.8,-9.52,43.0,90,76,7.2,IE,1554087124
323,Minot,48.23,-101.3,35.6,64,90,4.7,US,1554087040
324,Pudozh,61.81,36.54,20.54,80,20,7.54,RU,1554087326
325,Salinas,36.67,-121.66,64.99,51,1,6.93,US,1554087319
326,Namibe,-15.19,12.15,77.87,100,0,6.2,AO,1554087241
327,Batemans Bay,-35.71,150.18,66.0,59,12,4.0,AU,1554087100
328,Lucea,18.44,-78.17,78.8,83,40,3.36,JM,1554086807
329,Inhambane,-23.87,35.38,68.24,100,0,3.74,MZ,1554087327
330,Dandong,40.12,124.37,47.18,42,0,4.18,CN,1554087327
331,Druzhba,49.36,25.65,46.99,62,0,8.99,UA,1554087125
332,Grand Baie,-20.02,57.58,75.2,94,75,5.82,MU,1554087243
333,Olga,34.11,-118.17,73.4,20,1,4.7,US,1554087237
334,Zarubino,42.65,131.06,38.9,72,12,4.63,RU,1554087328
335,Biskamzha,53.45,89.53,39.98,90,92,7.76,RU,1554087328
336,Cotonou,6.37,2.43,84.2,83,20,4.7,BJ,1554084000
337,Dorado,18.46,-66.27,73.99,88,0,3.0,PR,1554087327
338,Dalbandin,28.9,64.41,61.76,38,0,4.74,PK,1554087329
339,Nagato,34.35,131.14,48.2,45,75,14.99,JP,1554086972
340,Torbay,47.66,-52.73,44.01,100,90,8.05,CA,1554087212
341,Kulhudhuffushi,6.62,73.07,84.35,100,0,3.4,MV,1554087330
342,Caravelas,-17.73,-39.27,81.02,100,0,12.01,BR,1554087058
343,Veraval,49.65,0.71,48.0,81,0,10.29,FR,1554087300
344,Saint-Louis,47.59,7.56,50.0,81,0,4.7,CH,1554087179
345,Wonthaggi,-38.6,145.59,64.99,57,36,2.73,AU,1554087319
346,Zharkent,44.17,80.0,38.45,65,8,3.29,KZ,1554087331
347,Sept-Iles,50.2,-66.38,37.99,93,90,9.17,CA,1554086757
348,Marzuq,14.4,46.47,44.48,82,0,2.39,YE,1554087331
349,Makokou,0.56,12.85,75.98,90,88,2.39,GA,1554087332
350,Bereda,43.27,-7.54,55.0,93,0,4.07,ES,1554087276
351,Naze,5.43,7.07,75.2,88,40,4.41,NG,1554084000
352,Myanaung,18.28,95.32,84.53,61,0,4.41,MM,1554087333
353,Wang Saphung,17.3,101.77,84.2,62,40,4.7,TH,1554084000
354,Nhulunbuy,-12.18,136.78,78.8,88,75,11.41,AU,1554084000
355,Pedro II,-4.43,-41.45,72.47,97,92,1.16,BR,1554087333
356,Shenzhen,22.54,114.05,70.0,73,40,11.41,CN,1554087259
357,Valdivia,-39.81,-73.25,55.4,87,90,3.36,CL,1554084000
358,Sistranda,63.73,8.83,37.0,74,75,9.17,NO,1554087295
359,Itapirapua,-15.82,-50.61,75.35,75,36,2.51,BR,1554087080
360,Pevek,69.7,170.27,11.63,76,20,3.29,RU,1554087334
361,Bethel Park,40.33,-80.04,28.99,63,90,8.1,US,1554087106
362,Richards Bay,-28.77,32.06,70.13,93,0,11.01,ZA,1554087335
363,Abu Samrah,35.3,37.18,47.81,99,88,7.2,SY,1554087335
364,Bordighera,43.79,7.66,53.01,53,75,5.82,IT,1554087246
365,Vredendal,-31.68,18.49,55.73,94,80,3.29,ZA,1554087335
366,Coalinga,36.14,-120.36,73.4,35,90,10.29,US,1554087274
367,Puerto del Rosario,28.5,-13.86,62.6,82,44,5.82,ES,1554085800
368,Chapais,49.78,-74.86,14.0,56,75,13.87,CA,1554084000
369,Talara,-4.58,-81.27,73.91,70,0,6.31,PE,1554087105
370,Seymchan,62.93,152.39,19.1,78,12,11.79,RU,1554087337
